locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMADFCGA_04403	CDS	1380	oprD_2	3.4.21.-		Porin D
AMADFCGA_04404	CDS	1596	dppA_6		COG0747	Periplasmic dipeptide transport protein
AMADFCGA_04405	CDS	1011	dppB_2		COG0601	Dipeptide transport system permease protein DppB
AMADFCGA_04406	CDS	912	dppC_2		COG1173	Dipeptide transport system permease protein DppC
AMADFCGA_04407	CDS	978	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
AMADFCGA_04408	CDS	999	ddpF_2		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
AMADFCGA_04409	CDS	2523				hypothetical protein
AMADFCGA_04410	CDS	1245				hypothetical protein
AMADFCGA_04411	CDS	1029				hypothetical protein
AMADFCGA_04412	CDS	810				hypothetical protein
AMADFCGA_04413	CDS	1164	ldc_2	4.1.1.17		Lysine/ornithine decarboxylase
AMADFCGA_04414	CDS	2481				hypothetical protein
AMADFCGA_04415	CDS	1158	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
AMADFCGA_04416	CDS	654	osmW		COG1174	Osmoprotectant import permease protein OsmW
AMADFCGA_04417	CDS	894	osmX		COG1732	Osmoprotectant-binding protein OsmX
AMADFCGA_04418	CDS	714	osmY		COG1174	Osmoprotectant import permease protein OsmY
AMADFCGA_04419	CDS	1584	prfC		COG4108	Peptide chain release factor RF3
AMADFCGA_04420	CDS	243				hypothetical protein
AMADFCGA_04421	CDS	618	fklB_2	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
AMADFCGA_04422	CDS	309				hypothetical protein
AMADFCGA_04423	CDS	489				hypothetical protein
AMADFCGA_04424	CDS	330				hypothetical protein
AMADFCGA_04425	CDS	2436				hypothetical protein
AMADFCGA_04426	CDS	489				hypothetical protein
AMADFCGA_04427	CDS	1857				hypothetical protein
AMADFCGA_04428	CDS	354				hypothetical protein
AMADFCGA_04429	CDS	498	greB_2		COG0782	Transcription elongation factor GreB
AMADFCGA_04430	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
AMADFCGA_04431	CDS	3837				hypothetical protein
AMADFCGA_04432	CDS	993				hypothetical protein
AMADFCGA_04433	CDS	936				hypothetical protein
AMADFCGA_04434	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
AMADFCGA_04435	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
AMADFCGA_04436	CDS	978	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
AMADFCGA_04437	CDS	198				hypothetical protein
AMADFCGA_04438	CDS	2076	btsT		COG1966	Pyruvate/proton symporter BtsT
AMADFCGA_04439	CDS	525				hypothetical protein
AMADFCGA_04440	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
AMADFCGA_04441	CDS	447	mscL		COG1970	Large-conductance mechanosensitive channel
AMADFCGA_04442	CDS	777	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
AMADFCGA_04443	CDS	234	anoR_2			Transcriptional activator protein AnoR
AMADFCGA_04444	CDS	1125	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
AMADFCGA_04445	CDS	168				hypothetical protein
AMADFCGA_04446	CDS	1008	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
AMADFCGA_04447	CDS	1440	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
AMADFCGA_04448	CDS	2202	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
AMADFCGA_04449	CDS	990	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
AMADFCGA_04450	CDS	531	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
AMADFCGA_04451	CDS	1296	adeQ		COG2252	Adenine permease AdeQ
AMADFCGA_04452	CDS	1086	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
AMADFCGA_04453	CDS	144				hypothetical protein
AMADFCGA_04454	CDS	1302	entS			Enterobactin exporter EntS
AMADFCGA_04455	CDS	891			COG2321	putative protein
AMADFCGA_04456	CDS	990				hypothetical protein
AMADFCGA_04457	CDS	591	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
AMADFCGA_04458	CDS	870	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
AMADFCGA_04459	CDS	570		2.3.1.-	COG1670	Acetyltransferase
AMADFCGA_04460	CDS	918				hypothetical protein
AMADFCGA_04461	CDS	1239	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
AMADFCGA_04462	CDS	1329	rhlE_3	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
AMADFCGA_04463	CDS	915	yedA			putative inner membrane transporter YedA
AMADFCGA_04464	CDS	468	lrpC		COG1522	HTH-type transcriptional regulator LrpC
AMADFCGA_04465	CDS	615	dinG_3	3.1.-.-		3'-5' exonuclease DinG
AMADFCGA_04466	CDS	477				hypothetical protein
AMADFCGA_04467	CDS	705				hypothetical protein
AMADFCGA_04468	CDS	663				hypothetical protein
AMADFCGA_04469	CDS	1143				hypothetical protein
AMADFCGA_04470	CDS	651				hypothetical protein
AMADFCGA_04471	CDS	240				hypothetical protein
AMADFCGA_04472	CDS	228				hypothetical protein
AMADFCGA_04473	CDS	456			COG1733	putative HTH-type transcriptional regulator
AMADFCGA_04474	CDS	1242	mdtG			Multidrug resistance protein MdtG
AMADFCGA_04475	CDS	897	eamA_2		COG0697	putative amino-acid metabolite efflux pump
AMADFCGA_04476	CDS	276				hypothetical protein
AMADFCGA_04477	CDS	702				hypothetical protein
AMADFCGA_04478	CDS	180				hypothetical protein
AMADFCGA_04479	CDS	141				hypothetical protein
AMADFCGA_04480	CDS	1401				hypothetical protein
AMADFCGA_04481	CDS	504				hypothetical protein
AMADFCGA_04482	CDS	1173				hypothetical protein
AMADFCGA_04483	CDS	369				hypothetical protein
AMADFCGA_04484	CDS	2538	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
AMADFCGA_04485	CDS	585				hypothetical protein
AMADFCGA_04486	CDS	306				hypothetical protein
AMADFCGA_04487	CDS	369				hypothetical protein
AMADFCGA_04488	CDS	1179	rfnT			Riboflavin transporter RfnT
AMADFCGA_04489	CDS	1341	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
AMADFCGA_04490	CDS	1011	dnaJ_2			Chaperone protein DnaJ
AMADFCGA_04491	CDS	384	rutC_3	1.-.-.-		Putative aminoacrylate peracid reductase RutC
AMADFCGA_04492	CDS	675	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
AMADFCGA_04493	CDS	540				hypothetical protein
AMADFCGA_04494	CDS	894	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
AMADFCGA_04495	CDS	927	gal	1.1.1.48		Galactose 1-dehydrogenase
AMADFCGA_04496	CDS	420				hypothetical protein
AMADFCGA_04497	CDS	894	fieF		COG0053	Ferrous-iron efflux pump FieF
AMADFCGA_04498	CDS	1167				hypothetical protein
AMADFCGA_04499	CDS	492	lrp_5		COG1522	Leucine-responsive regulatory protein
AMADFCGA_04500	CDS	633	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
AMADFCGA_04501	CDS	1464	amn	3.2.2.4	COG0775	AMP nucleosidase
AMADFCGA_04502	CDS	1650	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AMADFCGA_04503	CDS	2034	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
AMADFCGA_04504	CDS	798	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AMADFCGA_04505	CDS	618	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
AMADFCGA_04506	CDS	1284	hemL_3	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AMADFCGA_04507	CDS	549				hypothetical protein
AMADFCGA_04508	CDS	327				hypothetical protein
AMADFCGA_04509	CDS	1329	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AMADFCGA_04510	CDS	1023	ybeZ		COG1702	PhoH-like protein
AMADFCGA_04511	CDS	501	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
AMADFCGA_04512	CDS	843	corC		COG4535	Magnesium and cobalt efflux protein CorC
AMADFCGA_04513	CDS	1521	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
AMADFCGA_04514	CDS	771				hypothetical protein
AMADFCGA_04515	CDS	342				hypothetical protein
AMADFCGA_04516	CDS	2607	leuS	6.1.1.4		Leucine--tRNA ligase
AMADFCGA_04517	CDS	606	lptE			LPS-assembly lipoprotein LptE
AMADFCGA_04518	CDS	1038	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
AMADFCGA_04519	CDS	156				hypothetical protein
AMADFCGA_04520	CDS	1338				Tn3 family transposase TnXax1
AMADFCGA_04521	CDS	1008	lipA	2.8.1.8	COG0320	Lipoyl synthase
AMADFCGA_04522	CDS	657	lipB	2.3.1.181	COG0321	Octanoyltransferase
AMADFCGA_04523	CDS	312				hypothetical protein
AMADFCGA_04524	CDS	1161	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
AMADFCGA_04525	CDS	1029	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
AMADFCGA_04526	CDS	1008	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
AMADFCGA_04527	CDS	1146	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
AMADFCGA_04528	CDS	1896	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AMADFCGA_04529	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AMADFCGA_04530	CDS	387	rsfS			Ribosomal silencing factor RsfS
AMADFCGA_04531	CDS	669	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
AMADFCGA_04532	CDS	1266	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
AMADFCGA_04533	CDS	672		3.2.2.-		Putative 3-methyladenine DNA glycosylase
AMADFCGA_04534	CDS	1317				hypothetical protein
AMADFCGA_04535	CDS	2037				hypothetical protein
AMADFCGA_04536	CDS	2781	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
AMADFCGA_04537	CDS	456				hypothetical protein
AMADFCGA_04538	CDS	501				hypothetical protein
AMADFCGA_04539	CDS	783	todT			Response regulator protein TodT
AMADFCGA_04540	CDS	1656	cheB_9	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
AMADFCGA_04541	CDS	1080				hypothetical protein
AMADFCGA_04542	CDS	546	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
AMADFCGA_04543	CDS	372	yciH		COG0023	putative protein YciH
AMADFCGA_04544	CDS	1914	speA	4.1.1.19		Biosynthetic arginine decarboxylase
AMADFCGA_04545	CDS	1125				hypothetical protein
AMADFCGA_04546	CDS	906				hypothetical protein
AMADFCGA_04547	CDS	1341	dinF		COG0534	DNA damage-inducible protein F
AMADFCGA_04548	CDS	4947	yfhM		COG2373	Alpha-2-macroglobulin
AMADFCGA_04549	CDS	294				hypothetical protein
AMADFCGA_04550	CDS	2289	pbpC		COG4953	Penicillin-binding protein 1C
AMADFCGA_04551	CDS	408	fixJ			Transcriptional regulatory protein FixJ
AMADFCGA_04552	CDS	207				hypothetical protein
AMADFCGA_04553	CDS	960				hypothetical protein
AMADFCGA_04554	CDS	1251	sctC_4			Type 3 secretion system secretin
AMADFCGA_04555	CDS	1191				hypothetical protein
AMADFCGA_04556	CDS	1257				hypothetical protein
AMADFCGA_04557	CDS	885				hypothetical protein
AMADFCGA_04558	CDS	885				hypothetical protein
AMADFCGA_04559	CDS	738				hypothetical protein
AMADFCGA_04560	CDS	273				hypothetical protein
AMADFCGA_04561	CDS	1791	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AMADFCGA_04562	CDS	453	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
AMADFCGA_04563	CDS	462	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
AMADFCGA_04564	CDS	1344	accC_2	6.3.4.14	COG0439	Biotin carboxylase
AMADFCGA_04565	CDS	879	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AMADFCGA_04566	CDS	1323				hypothetical protein
AMADFCGA_04567	CDS	1014	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
AMADFCGA_04568	CDS	321	fis			DNA-binding protein Fis
AMADFCGA_04569	CDS	1605	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AMADFCGA_04570	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AMADFCGA_04571	CDS	2790	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
AMADFCGA_04572	CDS	597				hypothetical protein
AMADFCGA_04573	CDS	636				hypothetical protein
AMADFCGA_04574	CDS	636				hypothetical protein
AMADFCGA_04575	CDS	699				hypothetical protein
AMADFCGA_04576	CDS	816				hypothetical protein
AMADFCGA_04577	CDS	1704	cysG_2	4.99.1.4		Siroheme synthase
AMADFCGA_04578	CDS	735	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
AMADFCGA_04579	CDS	627	cobH	5.4.99.61		Precorrin-8X methylmutase
AMADFCGA_04580	CDS	1281	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
AMADFCGA_04581	CDS	1203	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
AMADFCGA_04582	CDS	1113	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
AMADFCGA_04583	CDS	720	cobK	1.3.1.54		Precorrin-6A reductase
AMADFCGA_04584	CDS	342				hypothetical protein
AMADFCGA_04585	CDS	465				hypothetical protein
AMADFCGA_04586	CDS	900				hypothetical protein
AMADFCGA_04587	CDS	2439				hypothetical protein
AMADFCGA_04588	CDS	1266	amiC_4			Aliphatic amidase expression-regulating protein
AMADFCGA_04589	CDS	1590				hypothetical protein
AMADFCGA_04590	CDS	870				hypothetical protein
AMADFCGA_04591	CDS	267				hypothetical protein
AMADFCGA_04592	CDS	129				hypothetical protein
AMADFCGA_04593	CDS	780	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AMADFCGA_04594	CDS	627	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AMADFCGA_04595	CDS	846	ureD_2			Urease accessory protein UreD
AMADFCGA_04596	CDS	303	ureA_2	3.5.1.5		Urease subunit gamma
AMADFCGA_04597	CDS	543		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
AMADFCGA_04598	CDS	534	ttr	2.3.1.-		Acetyltransferase
AMADFCGA_04599	CDS	306	ureB	3.5.1.5		Urease subunit beta
AMADFCGA_04600	CDS	1701	ureC_2	3.5.1.5		Urease subunit alpha
AMADFCGA_04601	CDS	360				hypothetical protein
AMADFCGA_04602	CDS	639				hypothetical protein
AMADFCGA_04603	CDS	1131	sasA_20	2.7.-.-		Adaptive-response sensory-kinase SasA
AMADFCGA_04604	CDS	960	cbpA		COG2214	Curved DNA-binding protein
AMADFCGA_04605	CDS	1266	dnaK_2			Chaperone protein DnaK
AMADFCGA_04606	CDS	1011				hypothetical protein
AMADFCGA_04607	CDS	291	psiF			Phosphate starvation-inducible protein PsiF
AMADFCGA_04608	CDS	882				hypothetical protein
AMADFCGA_04609	CDS	234				hypothetical protein
AMADFCGA_04610	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
AMADFCGA_04611	CDS	540				hypothetical protein
AMADFCGA_04612	CDS	2067				hypothetical protein
AMADFCGA_04613	CDS	633	fabR		COG1309	HTH-type transcriptional repressor FabR
AMADFCGA_04614	CDS	501	ureE_2			Urease accessory protein UreE
AMADFCGA_04615	CDS	675	ureF_2		COG0830	Urease accessory protein UreF
AMADFCGA_04616	CDS	618	ureG_2			Urease accessory protein UreG
AMADFCGA_04617	CDS	573				hypothetical protein
AMADFCGA_04618	CDS	420				hypothetical protein
AMADFCGA_04619	CDS	618	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
AMADFCGA_04620	CDS	966	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
AMADFCGA_04621	CDS	498	nusB			Transcription antitermination protein NusB
AMADFCGA_04622	CDS	477	ribH_2	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
AMADFCGA_04623	CDS	1092	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
AMADFCGA_04624	CDS	663	ribE	2.5.1.9		Riboflavin synthase
AMADFCGA_04625	CDS	1137	ribD		COG0117	Riboflavin biosynthesis protein RibD
AMADFCGA_04626	CDS	498	nrdR		COG1327	Transcriptional repressor NrdR
AMADFCGA_04627	CDS	450				hypothetical protein
AMADFCGA_04628	CDS	654				hypothetical protein
AMADFCGA_04629	CDS	873	cnoX		COG3118	Chaperedoxin
AMADFCGA_04630	CDS	354				hypothetical protein
AMADFCGA_04631	CDS	423				hypothetical protein
AMADFCGA_04632	CDS	588				hypothetical protein
AMADFCGA_04633	CDS	711	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AMADFCGA_04634	CDS	1266				hypothetical protein
AMADFCGA_04635	CDS	525				hypothetical protein
AMADFCGA_04636	CDS	687	ompW		COG3047	Outer membrane protein W
AMADFCGA_04637	CDS	930	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
AMADFCGA_04638	CDS	885	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
AMADFCGA_04639	CDS	2319				hypothetical protein
AMADFCGA_04640	CDS	819		3.1.1.2		Arylesterase
AMADFCGA_04641	CDS	849		4.3.2.3		Ureidoglycolate lyase
AMADFCGA_04642	CDS	192				hypothetical protein
AMADFCGA_04643	CDS	693	exbB		COG0811	Biopolymer transport protein ExbB
AMADFCGA_04644	CDS	405	exbD_7		COG0848	Biopolymer transport protein ExbD
AMADFCGA_04645	CDS	2307	btuB_6			Vitamin B12 transporter BtuB
AMADFCGA_04646	CDS	240				hypothetical protein
AMADFCGA_04647	CDS	552				hypothetical protein
AMADFCGA_04648	CDS	636				hypothetical protein
AMADFCGA_04649	CDS	822		1.1.1.51	COG1028	3-beta-hydroxysteroid dehydrogenase
AMADFCGA_04650	CDS	285				hypothetical protein
AMADFCGA_04651	CDS	312				hypothetical protein
AMADFCGA_04652	CDS	843				hypothetical protein
AMADFCGA_04653	CDS	531				hypothetical protein
AMADFCGA_04654	CDS	2919				hypothetical protein
AMADFCGA_04655	CDS	852				hypothetical protein
AMADFCGA_04656	CDS	1131	nagC		COG1940	N-acetylglucosamine repressor
AMADFCGA_04657	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AMADFCGA_04658	CDS	894	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AMADFCGA_04659	CDS	894	lacG			Lactose transport system permease protein LacG
AMADFCGA_04660	CDS	1107	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AMADFCGA_04661	CDS	762	ugpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AMADFCGA_04662	CDS	744	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
AMADFCGA_04663	CDS	1113	cex		COG3693	Exoglucanase/xylanase
AMADFCGA_04664	CDS	567	ssb		COG0629	Single-stranded DNA-binding protein
AMADFCGA_04665	CDS	1395	yajR		COG0477	Inner membrane transport protein YajR
AMADFCGA_04666	CDS	2835	uvrA		COG0178	UvrABC system protein A
AMADFCGA_04667	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
AMADFCGA_04668	CDS	387	rplQ		COG0203	50S ribosomal protein L17
AMADFCGA_04669	CDS	1002	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AMADFCGA_04670	CDS	621	rpsD		COG0522	30S ribosomal protein S4
AMADFCGA_04671	CDS	390	rpsK		COG0100	30S ribosomal protein S11
AMADFCGA_04672	CDS	357	rpsM		COG0099	30S ribosomal protein S13
AMADFCGA_04673	CDS	1335	secY		COG0201	Protein translocase subunit SecY
AMADFCGA_04674	CDS	435	rplO		COG0200	50S ribosomal protein L15
AMADFCGA_04675	CDS	177	rpmD		COG1841	50S ribosomal protein L30
AMADFCGA_04676	CDS	501	rpsE		COG0098	30S ribosomal protein S5
AMADFCGA_04677	CDS	351	rplR		COG0256	50S ribosomal protein L18
AMADFCGA_04678	CDS	534	rplF		COG0097	50S ribosomal protein L6
AMADFCGA_04679	CDS	393	rpsH		COG0096	30S ribosomal protein S8
AMADFCGA_04680	CDS	306	rpsN		COG0199	30S ribosomal protein S14
AMADFCGA_04681	CDS	540	rplE		COG0094	50S ribosomal protein L5
AMADFCGA_04682	CDS	315	rplX		COG0198	50S ribosomal protein L24
AMADFCGA_04683	CDS	369	rplN		COG0093	50S ribosomal protein L14
AMADFCGA_04684	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
AMADFCGA_04685	CDS	192	rpmC		COG0255	50S ribosomal protein L29
AMADFCGA_04686	CDS	414	rplP		COG0197	50S ribosomal protein L16
AMADFCGA_04687	CDS	687	rpsC		COG0092	30S ribosomal protein S3
AMADFCGA_04688	CDS	333	rplV		COG0091	50S ribosomal protein L22
AMADFCGA_04689	CDS	276	rpsS		COG0185	30S ribosomal protein S19
AMADFCGA_04690	CDS	825	rplB		COG0090	50S ribosomal protein L2
AMADFCGA_04691	CDS	300	rplW		COG0089	50S ribosomal protein L23
AMADFCGA_04692	CDS	603	rplD		COG0088	50S ribosomal protein L4
AMADFCGA_04693	CDS	636	rplC		COG0087	50S ribosomal protein L3
AMADFCGA_04694	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
AMADFCGA_04695	CDS	1194	tufA		COG0050	Elongation factor Tu-A
AMADFCGA_04696	CDS	2106	fusA		COG0480	Elongation factor G 1
AMADFCGA_04697	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AMADFCGA_04698	CDS	372	rpsL		COG0048	30S ribosomal protein S12
AMADFCGA_04699	CDS	4200	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
AMADFCGA_04700	CDS	4074	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
AMADFCGA_04701	CDS	366	rplL			50S ribosomal protein L7/L12
AMADFCGA_04702	CDS	501	rplJ		COG0244	50S ribosomal protein L10
AMADFCGA_04703	CDS	696	rplA		COG0081	50S ribosomal protein L1
AMADFCGA_04704	CDS	432	rplK		COG0080	50S ribosomal protein L11
AMADFCGA_04705	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
AMADFCGA_04706	CDS	369	secE		COG0690	Protein translocase subunit SecE
AMADFCGA_04707	tRNA	76				tRNA-Trp(cca)
AMADFCGA_04708	tRNA	76				tRNA-Thr(ggt)
AMADFCGA_04709	tRNA	74				tRNA-Gly(tcc)
AMADFCGA_04710	tRNA	85				tRNA-Tyr(gta)
AMADFCGA_04711	CDS	429				hypothetical protein
AMADFCGA_04712	CDS	750	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AMADFCGA_04713	CDS	960	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AMADFCGA_04714	rRNA	110				5S ribosomal RNA
AMADFCGA_04715	rRNA	2891				23S ribosomal RNA
AMADFCGA_04716	tRNA	76				tRNA-Ala(tgc)
AMADFCGA_04717	tRNA	77				tRNA-Ile(gat)
AMADFCGA_04718	rRNA	1534				16S ribosomal RNA
AMADFCGA_04719	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
AMADFCGA_04720	CDS	1428	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
AMADFCGA_04721	CDS	1095	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
AMADFCGA_04722	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
AMADFCGA_04723	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
AMADFCGA_04724	CDS	429				hypothetical protein
AMADFCGA_04725	CDS	915				hypothetical protein
AMADFCGA_04726	CDS	777		1.-.-.-	COG1028	putative oxidoreductase
AMADFCGA_04727	CDS	339		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
AMADFCGA_04728	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
AMADFCGA_04729	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
AMADFCGA_04730	CDS	423	yhfA		COG1765	Protein YhfA
AMADFCGA_04731	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
AMADFCGA_04732	CDS	696				hypothetical protein
AMADFCGA_04733	CDS	837	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
AMADFCGA_04734	CDS	1062	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
AMADFCGA_04735	CDS	600	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
AMADFCGA_04736	CDS	513				hypothetical protein
AMADFCGA_04737	CDS	546				hypothetical protein
AMADFCGA_04738	CDS	498				hypothetical protein
AMADFCGA_04739	CDS	177				hypothetical protein
AMADFCGA_04740	CDS	1059				hypothetical protein
AMADFCGA_04741	CDS	567				hypothetical protein
AMADFCGA_04742	CDS	1461				hypothetical protein
AMADFCGA_04743	CDS	600				hypothetical protein
AMADFCGA_04744	CDS	1041				hypothetical protein
AMADFCGA_04745	CDS	399				hypothetical protein
AMADFCGA_04746	CDS	513				hypothetical protein
AMADFCGA_04747	CDS	1128				hypothetical protein
AMADFCGA_04748	CDS	1425				hypothetical protein
AMADFCGA_04749	CDS	2160				hypothetical protein
AMADFCGA_04750	CDS	96				hypothetical protein
AMADFCGA_04751	CDS	297				hypothetical protein
AMADFCGA_04752	CDS	348				hypothetical protein
AMADFCGA_04753	CDS	1497				hypothetical protein
AMADFCGA_04754	CDS	189				hypothetical protein
AMADFCGA_04755	CDS	591				hypothetical protein
AMADFCGA_04756	CDS	339				hypothetical protein
AMADFCGA_04757	CDS	390				hypothetical protein
AMADFCGA_04758	CDS	444				hypothetical protein
AMADFCGA_04759	CDS	648			COG1974	putative HTH-type transcriptional regulator
AMADFCGA_04760	CDS	249				hypothetical protein
AMADFCGA_04761	CDS	267				hypothetical protein
AMADFCGA_04762	CDS	1923	estA	3.1.1.1	COG3240	Esterase EstA
AMADFCGA_04763	CDS	1482	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
AMADFCGA_04764	CDS	819	gph_3	3.1.3.18		Phosphoglycolate phosphatase
AMADFCGA_04765	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
AMADFCGA_04766	CDS	822				hypothetical protein
AMADFCGA_04767	CDS	1248				hypothetical protein
AMADFCGA_04768	CDS	1035	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
AMADFCGA_04769	CDS	1125	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
AMADFCGA_04770	CDS	630	uvrY		COG2197	Response regulator UvrY
