locus_tag	ftype	length_bp	gene	EC_number	COG	product
INPMIPDD_04430	CDS	750	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
INPMIPDD_04431	CDS	960	birA_2	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
INPMIPDD_04432	rRNA	110				5S ribosomal RNA
INPMIPDD_04433	rRNA	2891				23S ribosomal RNA
INPMIPDD_04434	tRNA	76				tRNA-Ala(tgc)
INPMIPDD_04435	tRNA	77				tRNA-Ile(gat)
INPMIPDD_04436	rRNA	1534				16S ribosomal RNA
INPMIPDD_04437	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
INPMIPDD_04438	CDS	1428	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
INPMIPDD_04439	CDS	1095	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
INPMIPDD_04440	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
INPMIPDD_04441	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
INPMIPDD_04442	CDS	429				hypothetical protein
INPMIPDD_04443	CDS	915				hypothetical protein
INPMIPDD_04444	CDS	777		1.-.-.-	COG1028	putative oxidoreductase
INPMIPDD_04445	CDS	339		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
INPMIPDD_04446	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
INPMIPDD_04447	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
INPMIPDD_04448	CDS	423	yhfA		COG1765	Protein YhfA
INPMIPDD_04449	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
INPMIPDD_04450	CDS	696				hypothetical protein
INPMIPDD_04451	CDS	837	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
INPMIPDD_04452	CDS	1062	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
INPMIPDD_04453	CDS	600	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
INPMIPDD_04454	CDS	1281	umuC_1		COG0389	Protein UmuC
INPMIPDD_04455	CDS	435	umuD_2	3.4.21.-	COG1974	Protein UmuD
INPMIPDD_04456	CDS	783	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
INPMIPDD_04457	CDS	495	hcp1_4		COG3157	Protein hcp1
INPMIPDD_04458	CDS	630				hypothetical protein
INPMIPDD_04459	CDS	795	dpnM	2.1.1.72		Modification methylase DpnIIA
INPMIPDD_04460	CDS	546				hypothetical protein
INPMIPDD_04461	CDS	945				hypothetical protein
INPMIPDD_04462	CDS	453				hypothetical protein
INPMIPDD_04463	CDS	273				hypothetical protein
INPMIPDD_04464	CDS	1455				hypothetical protein
INPMIPDD_04465	CDS	702				hypothetical protein
INPMIPDD_04466	CDS	438				hypothetical protein
INPMIPDD_04467	CDS	201				hypothetical protein
INPMIPDD_04468	CDS	1599				hypothetical protein
INPMIPDD_04469	CDS	1179	intS_2		COG0582	Prophage integrase IntS
INPMIPDD_04470	CDS	513				hypothetical protein
INPMIPDD_04471	CDS	546				hypothetical protein
INPMIPDD_04472	CDS	546				hypothetical protein
INPMIPDD_04473	CDS	1533				hypothetical protein
INPMIPDD_04474	CDS	600				hypothetical protein
INPMIPDD_04475	CDS	1041				hypothetical protein
INPMIPDD_04476	CDS	399				hypothetical protein
INPMIPDD_04477	CDS	513				hypothetical protein
INPMIPDD_04478	CDS	1128				hypothetical protein
INPMIPDD_04479	CDS	1425				hypothetical protein
INPMIPDD_04480	CDS	2160				hypothetical protein
INPMIPDD_04481	CDS	96				hypothetical protein
INPMIPDD_04482	CDS	297				hypothetical protein
INPMIPDD_04483	CDS	348				hypothetical protein
INPMIPDD_04484	CDS	1497				hypothetical protein
INPMIPDD_04485	CDS	189				hypothetical protein
INPMIPDD_04486	CDS	591				hypothetical protein
INPMIPDD_04487	CDS	339				hypothetical protein
INPMIPDD_04488	CDS	390				hypothetical protein
INPMIPDD_04489	CDS	630				hypothetical protein
INPMIPDD_04490	CDS	444				hypothetical protein
INPMIPDD_04491	CDS	690			COG1974	putative HTH-type transcriptional regulator
INPMIPDD_04492	CDS	249				hypothetical protein
INPMIPDD_04493	CDS	267				hypothetical protein
INPMIPDD_04494	CDS	1923	estA	3.1.1.1	COG3240	Esterase EstA
INPMIPDD_04495	CDS	1482	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
INPMIPDD_04496	CDS	819	gph_1	3.1.3.18		Phosphoglycolate phosphatase
INPMIPDD_04497	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
INPMIPDD_04498	CDS	822				hypothetical protein
INPMIPDD_04499	CDS	1248				hypothetical protein
INPMIPDD_04500	CDS	1035	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
INPMIPDD_04501	CDS	1125	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
INPMIPDD_04502	CDS	948				IS110 family transposase ISPpu10
INPMIPDD_04503	CDS	630	uvrY		COG2197	Response regulator UvrY
INPMIPDD_04504	CDS	2013	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
INPMIPDD_04505	CDS	1005				hypothetical protein
INPMIPDD_04506	CDS	771	djlA_2		COG1076	Co-chaperone protein DjlA
INPMIPDD_04507	CDS	672	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
INPMIPDD_04508	CDS	1023	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
INPMIPDD_04509	CDS	2781	lptD		COG1452	LPS-assembly protein LptD
INPMIPDD_04510	CDS	1329	surA	5.2.1.8	COG0760	Chaperone SurA
INPMIPDD_04511	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
INPMIPDD_04512	CDS	807	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
INPMIPDD_04513	CDS	381	apaG		COG2967	Protein ApaG
INPMIPDD_04514	CDS	876	apaH_2	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
INPMIPDD_04515	CDS	321	glpE_2	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
INPMIPDD_04516	CDS	1923				hypothetical protein
INPMIPDD_04517	CDS	1272				hypothetical protein
INPMIPDD_04518	CDS	1563				hypothetical protein
INPMIPDD_04519	CDS	1230	cca		COG0617	Multifunctional CCA protein
INPMIPDD_04520	CDS	114				hypothetical protein
INPMIPDD_04521	CDS	525				hypothetical protein
INPMIPDD_04522	CDS	354	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
INPMIPDD_04523	CDS	570	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
INPMIPDD_04524	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
INPMIPDD_04525	CDS	216	rpsU		COG0828	30S ribosomal protein S21
INPMIPDD_04526	CDS	1956	dnaG	2.7.7.-	COG0358	DNA primase
INPMIPDD_04527	CDS	1851	rpoD		COG0568	RNA polymerase sigma factor RpoD
INPMIPDD_04528	CDS	2487				hypothetical protein
INPMIPDD_04529	tRNA	77				tRNA-Met(cat)
INPMIPDD_04530	CDS	1047				hypothetical protein
INPMIPDD_04531	CDS	666				hypothetical protein
INPMIPDD_04532	CDS	327				hypothetical protein
INPMIPDD_04533	CDS	90				hypothetical protein
INPMIPDD_04534	CDS	828				hypothetical protein
INPMIPDD_04535	CDS	399				hypothetical protein
INPMIPDD_04536	CDS	507	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
INPMIPDD_04537	CDS	816	focA		COG2116	putative formate transporter 1
INPMIPDD_04538	CDS	633				hypothetical protein
INPMIPDD_04539	CDS	4041	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
INPMIPDD_04540	CDS	504				hypothetical protein
INPMIPDD_04541	CDS	1131				hypothetical protein
INPMIPDD_04542	CDS	1227				hypothetical protein
INPMIPDD_04543	CDS	324				hypothetical protein
INPMIPDD_04544	CDS	1077	yeeA		COG1289	Inner membrane protein YeeA
INPMIPDD_04545	CDS	462	decR_4		COG1522	DNA-binding transcriptional activator DecR
INPMIPDD_04546	CDS	1680	iaaM	1.13.12.3		Tryptophan 2-monooxygenase
INPMIPDD_04547	CDS	795	ramA	3.5.1.100		(R)-stereoselective amidase
INPMIPDD_04548	CDS	948				IS110 family transposase ISPpu10
INPMIPDD_04549	CDS	2289				hypothetical protein
INPMIPDD_04550	CDS	912	pqqB		COG1235	Coenzyme PQQ synthesis protein B
INPMIPDD_04551	CDS	756	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
INPMIPDD_04552	CDS	285	pqqD			PqqA binding protein
INPMIPDD_04553	CDS	1170	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
INPMIPDD_04554	CDS	1827				hypothetical protein
INPMIPDD_04555	CDS	162				hypothetical protein
INPMIPDD_04556	CDS	1779	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
INPMIPDD_04557	CDS	1299				hypothetical protein
INPMIPDD_04558	CDS	1806	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
INPMIPDD_04559	CDS	297				hypothetical protein
INPMIPDD_04560	CDS	681	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
INPMIPDD_04561	CDS	810	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
INPMIPDD_04562	CDS	732	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
INPMIPDD_04563	CDS	1191	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
INPMIPDD_04564	CDS	1059	bioB	2.8.1.6	COG0502	Biotin synthase
INPMIPDD_04565	CDS	735				hypothetical protein
INPMIPDD_04566	CDS	294				hypothetical protein
INPMIPDD_04567	CDS	765	modE		COG2005	DNA-binding transcriptional dual regulator ModE
INPMIPDD_04568	CDS	1920				hypothetical protein
INPMIPDD_04569	CDS	834	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
INPMIPDD_04570	CDS	1032	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
INPMIPDD_04571	CDS	795				hypothetical protein
INPMIPDD_04572	CDS	870	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
INPMIPDD_04573	CDS	1002			COG1840	putative protein
INPMIPDD_04574	CDS	1020	rbsR_2		COG1609	Ribose operon repressor
INPMIPDD_04575	CDS	975	srkA	2.7.11.1	COG2334	Stress response kinase A
INPMIPDD_04576	CDS	888	rarD_2		COG2962	Protein RarD
INPMIPDD_04577	CDS	381				hypothetical protein
INPMIPDD_04578	CDS	303				hypothetical protein
INPMIPDD_04579	CDS	519				hypothetical protein
INPMIPDD_04580	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
INPMIPDD_04581	CDS	447	rssB_3			Regulator of RpoS
INPMIPDD_04582	CDS	1968				hypothetical protein
INPMIPDD_04583	CDS	714	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
INPMIPDD_04584	CDS	303				hypothetical protein
INPMIPDD_04585	CDS	234				hypothetical protein
INPMIPDD_04586	CDS	1626				hypothetical protein
INPMIPDD_04587	CDS	603				hypothetical protein
INPMIPDD_04588	CDS	1104	cdhR_6		COG4977	HTH-type transcriptional regulator CdhR
INPMIPDD_04589	CDS	948				hypothetical protein
INPMIPDD_04590	CDS	846	opuAB_4		COG4176	Glycine betaine transport system permease protein OpuAB
INPMIPDD_04591	CDS	1179	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
INPMIPDD_04592	CDS	1254	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
INPMIPDD_04593	CDS	1251	soxB_3	1.5.3.1		Sarcosine oxidase subunit beta
INPMIPDD_04594	CDS	297	soxD_2	1.5.3.1		Sarcosine oxidase subunit delta
INPMIPDD_04595	CDS	3021	soxA_4	1.5.3.1		Sarcosine oxidase subunit alpha
INPMIPDD_04596	CDS	633	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
INPMIPDD_04597	CDS	858	purU_4	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
INPMIPDD_04598	CDS	1200	fdhA_3	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
INPMIPDD_04599	CDS	1023				hypothetical protein
INPMIPDD_04600	CDS	5817				hypothetical protein
INPMIPDD_04601	CDS	564				hypothetical protein
INPMIPDD_04602	CDS	894	yihG_2	2.3.-.-	COG0204	putative acyltransferase YihG
INPMIPDD_04603	CDS	504				hypothetical protein
INPMIPDD_04604	CDS	630	yibF		COG0625	putative GST-like protein YibF
INPMIPDD_04605	CDS	183				hypothetical protein
INPMIPDD_04606	CDS	1134				hypothetical protein
INPMIPDD_04607	CDS	984	fecR_3		COG3712	Protein FecR
INPMIPDD_04608	CDS	519	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
INPMIPDD_04609	CDS	192				hypothetical protein
INPMIPDD_04610	CDS	1707	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
INPMIPDD_04611	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
INPMIPDD_04612	CDS	594	betI_2		COG1309	HTH-type transcriptional regulator BetI
INPMIPDD_04613	CDS	1389	der_2			GTPase Der
INPMIPDD_04614	CDS	1380				putative membrane protein
INPMIPDD_04615	CDS	513	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
INPMIPDD_04616	CDS	1059				hypothetical protein
INPMIPDD_04617	CDS	735	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
INPMIPDD_04618	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
INPMIPDD_04619	CDS	201				hypothetical protein
INPMIPDD_04620	CDS	381				hypothetical protein
INPMIPDD_04621	CDS	780	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
INPMIPDD_04622	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
INPMIPDD_04623	CDS	1035	ftsX		COG2177	Cell division protein FtsX
INPMIPDD_04624	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
INPMIPDD_04625	CDS	1485	ftsY			Signal recognition particle receptor FtsY
INPMIPDD_04626	CDS	1353		3.4.24.-	COG0612	putative zinc protease
INPMIPDD_04627	CDS	1491				hypothetical protein
INPMIPDD_04628	CDS	591	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
INPMIPDD_04629	CDS	1035				hypothetical protein
INPMIPDD_04630	CDS	858	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
INPMIPDD_04631	CDS	663				hypothetical protein
INPMIPDD_04632	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
INPMIPDD_04633	CDS	252	fdx_2		COG1145	Ferredoxin
INPMIPDD_04634	CDS	339				hypothetical protein
INPMIPDD_04635	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
INPMIPDD_04636	CDS	867				hypothetical protein
INPMIPDD_04637	CDS	540	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
INPMIPDD_04638	CDS	1197	rlmI_3	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
INPMIPDD_04639	CDS	747				hypothetical protein
INPMIPDD_04640	CDS	1041	ltaE	4.1.2.48		Low specificity L-threonine aldolase
INPMIPDD_04641	CDS	1443				hypothetical protein
INPMIPDD_04642	CDS	1326				hypothetical protein
INPMIPDD_04643	CDS	1413	hsrA			putative transport protein HsrA
INPMIPDD_04644	CDS	2694				hypothetical protein
INPMIPDD_04645	CDS	648	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
INPMIPDD_04646	CDS	837	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
INPMIPDD_04647	CDS	231				hypothetical protein
INPMIPDD_04648	CDS	273				hypothetical protein
INPMIPDD_04649	CDS	177				hypothetical protein
INPMIPDD_04650	CDS	195				hypothetical protein
INPMIPDD_04651	CDS	1101	kshB_2	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
INPMIPDD_04652	CDS	1299		1.14.13.239		Carnitine monooxygenase oxygenase subunit
INPMIPDD_04653	CDS	2439				hypothetical protein
INPMIPDD_04654	CDS	219				hypothetical protein
INPMIPDD_04655	CDS	3711				hypothetical protein
INPMIPDD_04656	CDS	3486				hypothetical protein
INPMIPDD_04657	CDS	798				hypothetical protein
INPMIPDD_04658	CDS	1221	fixB			Protein FixB
INPMIPDD_04659	CDS	1962				hypothetical protein
INPMIPDD_04660	CDS	2061	stcD_2	1.-.-.-		putative N-methylproline demethylase
INPMIPDD_04661	CDS	531				hypothetical protein
INPMIPDD_04662	CDS	978				hypothetical protein
INPMIPDD_04663	CDS	411				hypothetical protein
INPMIPDD_04664	CDS	420				hypothetical protein
INPMIPDD_04665	CDS	1740				hypothetical protein
INPMIPDD_04666	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
INPMIPDD_04667	CDS	327				hypothetical protein
INPMIPDD_04668	CDS	198				hypothetical protein
INPMIPDD_04669	CDS	231				hypothetical protein
INPMIPDD_04670	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
INPMIPDD_04671	CDS	1044	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
INPMIPDD_04672	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
INPMIPDD_04673	CDS	996	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
INPMIPDD_04674	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
INPMIPDD_04675	CDS	1686	ligB	6.5.1.2	COG0272	DNA ligase B
INPMIPDD_04676	CDS	417	yqjC			Protein YqjC
INPMIPDD_04677	CDS	402				hypothetical protein
INPMIPDD_04678	CDS	1392	czcS_2	2.7.13.3		Sensor protein CzcS
INPMIPDD_04679	CDS	675	czcR_4			Transcriptional activator protein CzcR
INPMIPDD_04680	CDS	1227	czcC			Cobalt-zinc-cadmium resistance protein CzcC
INPMIPDD_04681	CDS	1254	czcB			Cobalt-zinc-cadmium resistance protein CzcB
INPMIPDD_04682	CDS	3153	czcA_4			Cobalt-zinc-cadmium resistance protein CzcA
INPMIPDD_04683	CDS	2901				hypothetical protein
INPMIPDD_04684	CDS	1863	clsB_2	2.7.8.-		Cardiolipin synthase B
INPMIPDD_04685	CDS	1056				hypothetical protein
INPMIPDD_04686	CDS	1056				hypothetical protein
INPMIPDD_04687	CDS	1347	clsB_3	2.7.8.-		Cardiolipin synthase B
INPMIPDD_04688	CDS	1056				hypothetical protein
INPMIPDD_04689	CDS	1056				hypothetical protein
INPMIPDD_04690	CDS	972				hypothetical protein
INPMIPDD_04691	CDS	1269				hypothetical protein
INPMIPDD_04692	CDS	993				hypothetical protein
INPMIPDD_04693	CDS	744				hypothetical protein
INPMIPDD_04694	CDS	1095				hypothetical protein
INPMIPDD_04695	CDS	615				hypothetical protein
INPMIPDD_04696	CDS	963				hypothetical protein
INPMIPDD_04697	CDS	1326	oprD_3	3.4.21.-		Porin D
INPMIPDD_04698	CDS	219				hypothetical protein
INPMIPDD_04699	CDS	330				hypothetical protein
INPMIPDD_04700	CDS	1260	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
INPMIPDD_04701	CDS	948	rhaS_5			HTH-type transcriptional activator RhaS
INPMIPDD_04702	CDS	1317			COG1653	putative ABC transporter-binding protein
INPMIPDD_04703	CDS	774	polS	1.1.1.-		Sorbitol dehydrogenase
INPMIPDD_04704	CDS	825	srlR_1		COG1349	Glucitol operon repressor
INPMIPDD_04705	CDS	1821	typA		COG1217	GTP-binding protein TypA/BipA
INPMIPDD_04706	CDS	1455	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
INPMIPDD_04707	CDS	1407	glnA	6.3.1.2		Glutamine synthetase
INPMIPDD_04708	CDS	558		5.4.99.5	COG1605	Secreted chorismate mutase
INPMIPDD_04709	CDS	537				hypothetical protein
INPMIPDD_04710	CDS	618				hypothetical protein
INPMIPDD_04711	CDS	1086	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
INPMIPDD_04712	CDS	1437	glnG		COG2204	DNA-binding transcriptional regulator NtrC
INPMIPDD_04713	CDS	1794	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
INPMIPDD_04714	CDS	183				hypothetical protein
INPMIPDD_04715	CDS	1038	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
INPMIPDD_04716	CDS	936	ssuA_4			Putative aliphatic sulfonates-binding protein
INPMIPDD_04717	CDS	1326	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
INPMIPDD_04718	CDS	2316	fyuA		COG1629	Pesticin receptor
INPMIPDD_04719	CDS	1047	gntR_2			HTH-type transcriptional regulator GntR
INPMIPDD_04720	CDS	1995	betT2		COG1292	Osmo-dependent choline transporter BetT2
INPMIPDD_04721	CDS	1698	hutU	4.2.1.49		Urocanate hydratase
INPMIPDD_04722	CDS	969				hypothetical protein
INPMIPDD_04723	CDS	852	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
INPMIPDD_04724	CDS	831	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
INPMIPDD_04725	CDS	1542	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
INPMIPDD_04726	CDS	1548	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
INPMIPDD_04727	CDS	1377	proY		COG1113	Proline-specific permease ProY
INPMIPDD_04728	CDS	1206	hutI	3.5.2.7	COG1228	Imidazolonepropionase
INPMIPDD_04729	CDS	801				hypothetical protein
INPMIPDD_04730	CDS	2277	cadA	3.6.3.3		Cadmium-transporting ATPase
INPMIPDD_04731	CDS	447	zntR		COG0789	HTH-type transcriptional regulator ZntR
INPMIPDD_04732	CDS	897				hypothetical protein
INPMIPDD_04733	CDS	198				hypothetical protein
INPMIPDD_04734	CDS	972	thyA	2.1.1.45	COG0207	Thymidylate synthase
INPMIPDD_04735	CDS	813	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
INPMIPDD_04736	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
INPMIPDD_04737	CDS	480	rppH_3	3.6.1.-	COG0494	RNA pyrophosphohydrolase
INPMIPDD_04738	CDS	657		3.1.3.-	COG0560	putative phosphatase
INPMIPDD_04739	CDS	429				hypothetical protein
INPMIPDD_04740	CDS	1515	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
INPMIPDD_04741	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
INPMIPDD_04742	CDS	906	yjiK_1		COG3204	putative protein YjiK
INPMIPDD_04743	CDS	945	yjiK_2		COG3204	putative protein YjiK
INPMIPDD_04744	CDS	666	ycgM		COG0179	putative protein YcgM
INPMIPDD_04745	CDS	1419		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
INPMIPDD_04746	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
INPMIPDD_04747	CDS	438				hypothetical protein
INPMIPDD_04748	CDS	702				hypothetical protein
INPMIPDD_04749	CDS	759				hypothetical protein
INPMIPDD_04750	CDS	192				hypothetical protein
INPMIPDD_04751	CDS	942	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
INPMIPDD_04752	CDS	2388	quiP_2	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
INPMIPDD_04753	CDS	537				hypothetical protein
INPMIPDD_04754	CDS	882	ydcV_2			Inner membrane ABC transporter permease protein YdcV
INPMIPDD_04755	CDS	921	potH		COG1176	Putrescine transport system permease protein PotH
INPMIPDD_04756	CDS	1143	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
INPMIPDD_04757	CDS	1095	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
INPMIPDD_04758	CDS	1098	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
INPMIPDD_04759	CDS	1365	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
INPMIPDD_04760	CDS	1359	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
INPMIPDD_04761	CDS	1377	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
INPMIPDD_04762	CDS	633				hypothetical protein
INPMIPDD_04763	CDS	216				hypothetical protein
INPMIPDD_04764	CDS	813	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
INPMIPDD_04765	CDS	798	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
INPMIPDD_04766	CDS	966	ssuA_5			Putative aliphatic sulfonates-binding protein
INPMIPDD_04767	CDS	639		1.11.1.15	COG0450	Peroxiredoxin
INPMIPDD_04768	CDS	1359	nicP_5			Porin-like protein NicP
INPMIPDD_04769	CDS	414				hypothetical protein
INPMIPDD_04770	CDS	456	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
INPMIPDD_04771	CDS	489	secB		COG1952	Protein-export protein SecB
INPMIPDD_04772	CDS	252	grxC		COG0695	Glutaredoxin 3
INPMIPDD_04773	CDS	414	yibN		COG0607	putative protein YibN
INPMIPDD_04774	CDS	1533	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
INPMIPDD_04775	CDS	1434	envC		COG4942	Murein hydrolase activator EnvC
INPMIPDD_04776	CDS	1338				hypothetical protein
INPMIPDD_04777	CDS	783				hypothetical protein
INPMIPDD_04778	CDS	1503				hypothetical protein
INPMIPDD_04779	CDS	756				hypothetical protein
INPMIPDD_04780	CDS	834	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
INPMIPDD_04781	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
INPMIPDD_04782	CDS	279				hypothetical protein
INPMIPDD_04783	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
INPMIPDD_04784	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
INPMIPDD_04785	CDS	1200	tyrB_2	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
INPMIPDD_04786	CDS	1662				hypothetical protein
INPMIPDD_04787	CDS	2226				hypothetical protein
INPMIPDD_04788	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
INPMIPDD_04789	CDS	273			COG2924	putative Fe(2+)-trafficking protein
INPMIPDD_04790	tRNA	76				tRNA-Phe(gaa)
INPMIPDD_04791	CDS	771				hypothetical protein
INPMIPDD_04792	CDS	369				hypothetical protein
INPMIPDD_04793	CDS	219				hypothetical protein
INPMIPDD_04794	CDS	279				hypothetical protein
INPMIPDD_04795	CDS	1347	bdlA_3		COG0840	Biofilm dispersion protein BdlA
INPMIPDD_04796	CDS	486				hypothetical protein
INPMIPDD_04797	CDS	1392	gabP		COG1113	GABA permease
INPMIPDD_04798	CDS	774	occP			Octopine permease ATP-binding protein P
