locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGBLIEJO_04033	CDS	729	hisQ_2		COG4215	Histidine transport system permease protein HisQ
MGBLIEJO_04034	CDS	711	hisM		COG4160	Histidine transport system permease protein HisM
MGBLIEJO_04035	CDS	1119				hypothetical protein
MGBLIEJO_04036	CDS	765	hisP_2		COG4598	Histidine transport ATP-binding protein HisP
MGBLIEJO_04037	CDS	2493				hypothetical protein
MGBLIEJO_04038	CDS	657				hypothetical protein
MGBLIEJO_04039	CDS	219				hypothetical protein
MGBLIEJO_04040	CDS	567	dcd_3	3.5.4.13		dCTP deaminase
MGBLIEJO_04041	CDS	210	capB_2			Cold shock protein CapB
MGBLIEJO_04042	CDS	1095	apbC		COG0489	Iron-sulfur cluster carrier protein
MGBLIEJO_04043	CDS	2049	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
MGBLIEJO_04044	CDS	876	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
MGBLIEJO_04045	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
MGBLIEJO_04046	CDS	183				hypothetical protein
MGBLIEJO_04047	CDS	627	bvgA_2			Virulence factors putative positive transcription regulator BvgA
MGBLIEJO_04048	CDS	522				hypothetical protein
MGBLIEJO_04049	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MGBLIEJO_04050	CDS	903	pal_5			Peptidoglycan-associated lipoprotein
MGBLIEJO_04051	CDS	1044	pyrC	3.5.2.3	COG0418	Dihydroorotase
MGBLIEJO_04052	CDS	678	rnt	3.1.13.-	COG0847	Ribonuclease T
MGBLIEJO_04053	CDS	471	bfr_1	1.16.3.1	COG2193	Bacterioferritin
MGBLIEJO_04054	CDS	327	grxD		COG0278	Glutaredoxin 4
MGBLIEJO_04055	CDS	2109	napA_2	1.9.6.1		Periplasmic nitrate reductase
MGBLIEJO_04056	CDS	294				hypothetical protein
MGBLIEJO_04057	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase 1, anabolic
MGBLIEJO_04058	CDS	1074	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
MGBLIEJO_04059	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MGBLIEJO_04060	CDS	858	glpF		COG0580	Glycerol uptake facilitator protein
MGBLIEJO_04061	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
MGBLIEJO_04062	CDS	756	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
MGBLIEJO_04063	CDS	1539	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MGBLIEJO_04064	CDS	915	gltI		COG0834	Glutamate/aspartate import solute-binding protein
MGBLIEJO_04065	CDS	747	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
MGBLIEJO_04066	CDS	666	gltK		COG0765	Glutamate/aspartate import permease protein GltK
MGBLIEJO_04067	CDS	735	glnQ_7			Glutamine transport ATP-binding protein GlnQ
MGBLIEJO_04068	CDS	1908	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
MGBLIEJO_04069	CDS	1329	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
MGBLIEJO_04070	CDS	648				hypothetical protein
MGBLIEJO_04071	CDS	993	dauP	3.1.1.-		Rhodomycin D methylesterase DauP
MGBLIEJO_04072	CDS	735	metE	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MGBLIEJO_04073	CDS	918	metR			HTH-type transcriptional regulator MetR
MGBLIEJO_04074	CDS	411				hypothetical protein
MGBLIEJO_04075	CDS	1092	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MGBLIEJO_04076	CDS	282	ykgM		COG0254	50S ribosomal protein L31 type B
MGBLIEJO_04077	CDS	1131				hypothetical protein
MGBLIEJO_04078	CDS	666				hypothetical protein
MGBLIEJO_04079	CDS	3120				hypothetical protein
MGBLIEJO_04080	CDS	591				hypothetical protein
MGBLIEJO_04081	CDS	768	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
MGBLIEJO_04082	CDS	660				hypothetical protein
MGBLIEJO_04083	CDS	228			COG4628	DNA-binding protein
MGBLIEJO_04084	CDS	2424	gcd_2	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
MGBLIEJO_04085	CDS	1197				hypothetical protein
MGBLIEJO_04086	CDS	1008	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
MGBLIEJO_04087	CDS	300				hypothetical protein
MGBLIEJO_04088	CDS	750	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MGBLIEJO_04089	CDS	762	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
MGBLIEJO_04090	CDS	1341	mhbT			3-hydroxybenzoate transporter MhbT
MGBLIEJO_04091	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
MGBLIEJO_04092	CDS	1380	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
MGBLIEJO_04093	CDS	1080				hypothetical protein
MGBLIEJO_04094	CDS	429				hypothetical protein
MGBLIEJO_04095	CDS	876				hypothetical protein
MGBLIEJO_04096	CDS	2355				hypothetical protein
MGBLIEJO_04097	CDS	672				hypothetical protein
MGBLIEJO_04098	CDS	2418	lon_2	3.4.21.53		Lon protease
MGBLIEJO_04099	CDS	393				hypothetical protein
MGBLIEJO_04100	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
MGBLIEJO_04101	CDS	960	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MGBLIEJO_04102	CDS	741	pdxJ	2.6.99.2		Pyridoxine 5'-phosphate synthase
MGBLIEJO_04103	CDS	684	recO		COG1381	DNA repair protein RecO
MGBLIEJO_04104	CDS	903	era		COG1159	GTPase Era
MGBLIEJO_04105	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
MGBLIEJO_04106	CDS	378				hypothetical protein
MGBLIEJO_04107	CDS	855	lepB	3.4.21.89	COG0681	Signal peptidase I
MGBLIEJO_04108	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
MGBLIEJO_04109	CDS	1446				hypothetical protein
MGBLIEJO_04110	CDS	960	mucB		COG3026	Sigma factor AlgU regulatory protein MucB
MGBLIEJO_04111	CDS	591	mucA		COG3073	Sigma factor AlgU negative regulatory protein
MGBLIEJO_04112	CDS	582	algU		COG1595	RNA polymerase sigma-H factor
MGBLIEJO_04113	CDS	1671	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MGBLIEJO_04114	CDS	255	sdhE		COG2938	FAD assembly factor SdhE
MGBLIEJO_04115	CDS	942	ygfZ		COG0354	tRNA-modifying protein YgfZ
MGBLIEJO_04116	CDS	822				hypothetical protein
MGBLIEJO_04117	CDS	1383	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
MGBLIEJO_04118	CDS	672	tctD		COG0745	Transcriptional regulatory protein tctD
MGBLIEJO_04119	CDS	120				hypothetical protein
MGBLIEJO_04120	CDS	978				hypothetical protein
MGBLIEJO_04121	CDS	459				hypothetical protein
MGBLIEJO_04122	CDS	1515				hypothetical protein
MGBLIEJO_04123	CDS	1035				hypothetical protein
MGBLIEJO_04124	CDS	693	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MGBLIEJO_04125	CDS	453				hypothetical protein
MGBLIEJO_04126	CDS	1068				hypothetical protein
MGBLIEJO_04127	CDS	816				hypothetical protein
MGBLIEJO_04128	CDS	783	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
MGBLIEJO_04129	CDS	726				hypothetical protein
MGBLIEJO_04130	CDS	618				hypothetical protein
MGBLIEJO_04131	CDS	4647	carB_1			Carbamoyl-phosphate synthase large chain
MGBLIEJO_04132	CDS	1815	atzF_2	3.5.1.54		Allophanate hydrolase
MGBLIEJO_04133	CDS	3453				hypothetical protein
MGBLIEJO_04134	CDS	693	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
MGBLIEJO_04135	CDS	882	rhlA_2	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
MGBLIEJO_04136	tRNA	74				tRNA-Gly(ccc)
MGBLIEJO_04137	CDS	120				hypothetical protein
MGBLIEJO_04138	CDS	588	intS_3		COG0582	Prophage integrase IntS
MGBLIEJO_04139	CDS	252				hypothetical protein
MGBLIEJO_04140	CDS	849				hypothetical protein
MGBLIEJO_04141	CDS	123				hypothetical protein
MGBLIEJO_04142	CDS	411				hypothetical protein
MGBLIEJO_04143	CDS	369				hypothetical protein
MGBLIEJO_04144	CDS	984			COG3039	IS5 family transposase ISPsy2
MGBLIEJO_04145	CDS	1053				hypothetical protein
MGBLIEJO_04146	CDS	345				hypothetical protein
MGBLIEJO_04147	CDS	1266				hypothetical protein
MGBLIEJO_04148	CDS	111				hypothetical protein
MGBLIEJO_04149	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
MGBLIEJO_04150	CDS	1221				hypothetical protein
MGBLIEJO_04151	CDS	1224				hypothetical protein
MGBLIEJO_04152	CDS	1011				hypothetical protein
MGBLIEJO_04153	CDS	618				hypothetical protein
MGBLIEJO_04154	CDS	714				hypothetical protein
MGBLIEJO_04155	CDS	2298		3.2.1.-		Beta-xylosidase
MGBLIEJO_04156	CDS	1758	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
MGBLIEJO_04157	CDS	1335	dctD_3			C4-dicarboxylate transport transcriptional regulatory protein DctD
MGBLIEJO_04158	CDS	2376	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
MGBLIEJO_04159	CDS	1695	hscC		COG0443	Chaperone protein HscC
MGBLIEJO_04160	CDS	1536				hypothetical protein
MGBLIEJO_04161	CDS	1326	kgtP_1			Alpha-ketoglutarate permease
MGBLIEJO_04162	CDS	321				hypothetical protein
MGBLIEJO_04163	CDS	624				hypothetical protein
MGBLIEJO_04164	CDS	240				hypothetical protein
MGBLIEJO_04165	CDS	171				hypothetical protein
MGBLIEJO_04166	CDS	1497	mdtD			Putative multidrug resistance protein MdtD
MGBLIEJO_04167	CDS	1134				hypothetical protein
MGBLIEJO_04168	CDS	204				hypothetical protein
MGBLIEJO_04169	CDS	660	ttgR			HTH-type transcriptional regulator TtgR
MGBLIEJO_04170	CDS	1161	ttgA			putative efflux pump periplasmic linker TtgA
MGBLIEJO_04171	CDS	3135	ttgB		COG0841	putative efflux pump membrane transporter TtgB
MGBLIEJO_04172	CDS	1461	ttgC_3			Toluene efflux pump outer membrane protein TtgC
MGBLIEJO_04173	CDS	1302	kgtP_2			Alpha-ketoglutarate permease
MGBLIEJO_04174	CDS	1200	pcaF_2	2.3.1.174		Beta-ketoadipyl-CoA thiolase
MGBLIEJO_04175	CDS	780	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
MGBLIEJO_04176	CDS	858	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
MGBLIEJO_04177	CDS	843	pcaR		COG1414	Pca regulon regulatory protein
MGBLIEJO_04178	CDS	198				hypothetical protein
MGBLIEJO_04179	CDS	1473	pitA_3		COG0306	Low-affinity inorganic phosphate transporter 1
MGBLIEJO_04180	CDS	201				hypothetical protein
MGBLIEJO_04181	CDS	852	purU_3	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MGBLIEJO_04182	CDS	381				hypothetical protein
MGBLIEJO_04183	CDS	1431	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
MGBLIEJO_04184	CDS	726				hypothetical protein
MGBLIEJO_04185	CDS	981				hypothetical protein
MGBLIEJO_04186	CDS	1590				hypothetical protein
MGBLIEJO_04187	CDS	1218				hypothetical protein
MGBLIEJO_04188	CDS	1041				hypothetical protein
MGBLIEJO_04189	CDS	1344				hypothetical protein
MGBLIEJO_04190	CDS	360				hypothetical protein
MGBLIEJO_04191	CDS	396				hypothetical protein
MGBLIEJO_04192	CDS	1452	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MGBLIEJO_04193	CDS	939	nagAa	1.18.1.7		Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin--NAD(P)(+), reductase component
MGBLIEJO_04194	CDS	1524	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MGBLIEJO_04195	CDS	2823				hypothetical protein
MGBLIEJO_04196	CDS	2814				hypothetical protein
MGBLIEJO_04197	CDS	4335	yenB			Toxin subunit YenB
MGBLIEJO_04198	CDS	2700				hypothetical protein
MGBLIEJO_04199	CDS	489	hcp1_4		COG3157	Protein hcp1
MGBLIEJO_04200	CDS	501				hypothetical protein
MGBLIEJO_04201	CDS	441				hypothetical protein
MGBLIEJO_04202	CDS	441				hypothetical protein
MGBLIEJO_04203	CDS	486				hypothetical protein
MGBLIEJO_04204	CDS	234				hypothetical protein
MGBLIEJO_04205	CDS	1158	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
MGBLIEJO_04206	CDS	582				hypothetical protein
MGBLIEJO_04207	CDS	330				hypothetical protein
MGBLIEJO_04208	CDS	1107				hypothetical protein
MGBLIEJO_04209	CDS	756				hypothetical protein
MGBLIEJO_04210	CDS	795				hypothetical protein
MGBLIEJO_04211	CDS	600	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MGBLIEJO_04212	CDS	315				hypothetical protein
MGBLIEJO_04213	CDS	1167	ydhP_2		COG2814	Inner membrane transport protein YdhP
MGBLIEJO_04214	CDS	1050	nemA_3	1.3.1.-	COG1902	N-ethylmaleimide reductase
MGBLIEJO_04215	CDS	852				hypothetical protein
MGBLIEJO_04216	CDS	993	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MGBLIEJO_04217	CDS	900	argP_2		COG0583	HTH-type transcriptional regulator ArgP
MGBLIEJO_04218	CDS	603	argO		COG1279	Arginine exporter protein ArgO
MGBLIEJO_04219	CDS	582	sodB_1	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MGBLIEJO_04220	CDS	2052				hypothetical protein
MGBLIEJO_04221	CDS	1359				hypothetical protein
MGBLIEJO_04222	CDS	630				hypothetical protein
MGBLIEJO_04223	CDS	1428				hypothetical protein
MGBLIEJO_04224	CDS	1065				hypothetical protein
MGBLIEJO_04225	CDS	1107				hypothetical protein
MGBLIEJO_04226	CDS	228				hypothetical protein
MGBLIEJO_04227	CDS	723	inaA			Protein InaA
MGBLIEJO_04228	CDS	681				hypothetical protein
MGBLIEJO_04229	CDS	1290	sasA_20	2.7.-.-		Adaptive-response sensory-kinase SasA
MGBLIEJO_04230	CDS	684	czcR_4			Transcriptional activator protein CzcR
MGBLIEJO_04231	CDS	741				hypothetical protein
MGBLIEJO_04232	CDS	1644	groL		COG0459	60 kDa chaperonin
MGBLIEJO_04233	CDS	294	groS		COG0234	10 kDa chaperonin
MGBLIEJO_04234	CDS	495				hypothetical protein
MGBLIEJO_04235	CDS	759	phaB	1.1.1.36		Acetoacetyl-CoA reductase
MGBLIEJO_04236	CDS	1008				hypothetical protein
MGBLIEJO_04237	CDS	357				DNA base-flipping protein
MGBLIEJO_04238	CDS	1551				hypothetical protein
MGBLIEJO_04239	CDS	333				hypothetical protein
MGBLIEJO_04240	CDS	2562				hypothetical protein
MGBLIEJO_04241	CDS	2043				hypothetical protein
MGBLIEJO_04242	CDS	1560				hypothetical protein
MGBLIEJO_04243	CDS	270				hypothetical protein
MGBLIEJO_04244	CDS	516				hypothetical protein
MGBLIEJO_04245	CDS	330				hypothetical protein
MGBLIEJO_04246	CDS	831	mscS_1		COG0668	Small-conductance mechanosensitive channel
MGBLIEJO_04247	CDS	480				hypothetical protein
MGBLIEJO_04248	CDS	921	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MGBLIEJO_04249	CDS	2037	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
MGBLIEJO_04250	CDS	579	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
MGBLIEJO_04251	CDS	951	thiE_1	2.5.1.3		Thiamine-phosphate synthase
MGBLIEJO_04252	CDS	627	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
MGBLIEJO_04253	CDS	1218	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
MGBLIEJO_04254	CDS	2742	secA		COG0653	Protein translocase subunit SecA
MGBLIEJO_04255	CDS	456				hypothetical protein
MGBLIEJO_04256	CDS	912	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
MGBLIEJO_04257	CDS	1188	ftsZ		COG0206	Cell division protein FtsZ
MGBLIEJO_04258	CDS	1257	ftsA_2		COG0849	Cell division protein FtsA
MGBLIEJO_04259	CDS	870	ftsQ			Cell division protein FtsQ
MGBLIEJO_04260	CDS	960	ddl	6.3.2.4		D-alanine--D-alanine ligase
MGBLIEJO_04261	CDS	1461	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MGBLIEJO_04262	CDS	1071	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MGBLIEJO_04263	CDS	1215	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MGBLIEJO_04264	CDS	1347	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MGBLIEJO_04265	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MGBLIEJO_04266	CDS	1371	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MGBLIEJO_04267	CDS	1464	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MGBLIEJO_04268	CDS	1731	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
MGBLIEJO_04269	CDS	294	ftsL			Cell division protein FtsL
MGBLIEJO_04270	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MGBLIEJO_04271	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
MGBLIEJO_04272	CDS	870	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MGBLIEJO_04273	CDS	1815	lpoA		COG3107	Penicillin-binding protein activator LpoA
MGBLIEJO_04274	CDS	372				hypothetical protein
MGBLIEJO_04275	CDS	594	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
MGBLIEJO_04276	CDS	579				hypothetical protein
MGBLIEJO_04277	CDS	420	sspB		COG2969	Stringent starvation protein B
MGBLIEJO_04278	CDS	618	sspA		COG0625	Stringent starvation protein A
MGBLIEJO_04279	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MGBLIEJO_04280	CDS	429	rplM		COG0102	50S ribosomal protein L13
MGBLIEJO_04281	CDS	1005	cdhR_5		COG4977	HTH-type transcriptional regulator CdhR
MGBLIEJO_04282	CDS	1095	zapE_2		COG1485	Cell division protein ZapE
MGBLIEJO_04283	CDS	1350				hypothetical protein
MGBLIEJO_04284	CDS	636				hypothetical protein
MGBLIEJO_04285	CDS	444				hypothetical protein
MGBLIEJO_04286	CDS	1899	cysNC		COG0529	Bifunctional enzyme CysN/CysC
MGBLIEJO_04287	CDS	918	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MGBLIEJO_04288	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
MGBLIEJO_04289	CDS	1161	degS	3.4.21.107	COG0265	Serine endoprotease DegS
MGBLIEJO_04290	CDS	594				hypothetical protein
MGBLIEJO_04291	CDS	963				hypothetical protein
MGBLIEJO_04292	CDS	1053	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MGBLIEJO_04293	CDS	1347	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MGBLIEJO_04294	CDS	636	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MGBLIEJO_04295	CDS	1266	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MGBLIEJO_04296	CDS	240	ibaG		COG5007	Acid stress protein IbaG
MGBLIEJO_04297	CDS	306				hypothetical protein
MGBLIEJO_04298	CDS	651				hypothetical protein
MGBLIEJO_04299	CDS	468	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
MGBLIEJO_04300	CDS	798	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MGBLIEJO_04301	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
MGBLIEJO_04302	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MGBLIEJO_04303	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
MGBLIEJO_04304	CDS	573	lptC			Lipopolysaccharide export system protein LptC
MGBLIEJO_04305	CDS	549	lptA		COG1934	Lipopolysaccharide export system protein LptA
MGBLIEJO_04306	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MGBLIEJO_04307	CDS	1470	rpoN		COG1508	RNA polymerase sigma-54 factor
MGBLIEJO_04308	CDS	309	hpf		COG1544	Ribosome hibernation promoting factor
MGBLIEJO_04309	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
MGBLIEJO_04310	CDS	858	rapZ		COG1660	RNase adapter protein RapZ
MGBLIEJO_04311	CDS	273	ptsH		COG1925	Phosphocarrier protein HPr
MGBLIEJO_04312	CDS	135				hypothetical protein
MGBLIEJO_04313	CDS	612	sodB_2	1.15.1.1		Superoxide dismutase [Mn/Fe]
MGBLIEJO_04314	CDS	462				hypothetical protein
MGBLIEJO_04315	CDS	285				hypothetical protein
MGBLIEJO_04316	CDS	1347	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
MGBLIEJO_04317	CDS	522				hypothetical protein
MGBLIEJO_04318	CDS	1440	tldD	3.4.-.-	COG0312	Metalloprotease TldD
MGBLIEJO_04319	CDS	846	nit1	3.5.1.128		Deaminated glutathione amidase
MGBLIEJO_04320	CDS	3816				hypothetical protein
MGBLIEJO_04321	CDS	1458	rng	3.1.26.-	COG1530	Ribonuclease G
MGBLIEJO_04322	CDS	603	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
MGBLIEJO_04323	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
MGBLIEJO_04324	CDS	1041	mreC		COG1792	Cell shape-determining protein MreC
MGBLIEJO_04325	CDS	1038	mreB		COG1077	Cell shape-determining protein MreB
MGBLIEJO_04326	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MGBLIEJO_04327	CDS	1452	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MGBLIEJO_04328	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MGBLIEJO_04329	CDS	369	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
MGBLIEJO_04330	CDS	1032				hypothetical protein
MGBLIEJO_04331	CDS	384				hypothetical protein
MGBLIEJO_04332	CDS	942				hypothetical protein
MGBLIEJO_04333	CDS	1584	phoD_2	3.1.3.1	COG3540	Alkaline phosphatase D
MGBLIEJO_04334	CDS	1017	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MGBLIEJO_04335	CDS	3030				hypothetical protein
MGBLIEJO_04336	CDS	339				hypothetical protein
MGBLIEJO_04337	CDS	354				hypothetical protein
MGBLIEJO_04338	CDS	2106	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
MGBLIEJO_04339	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MGBLIEJO_04340	CDS	918	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MGBLIEJO_04341	CDS	417	rbfA		COG0858	30S ribosome-binding factor
MGBLIEJO_04342	CDS	2526	infB		COG0532	Translation initiation factor IF-2
MGBLIEJO_04343	CDS	1482	nusA		COG0195	Transcription termination/antitermination protein NusA
MGBLIEJO_04344	CDS	459	rimP		COG0779	Ribosome maturation factor RimP
MGBLIEJO_04345	tRNA	77				tRNA-Met(cat)
MGBLIEJO_04346	tRNA	86				tRNA-Leu(gag)
MGBLIEJO_04347	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MGBLIEJO_04348	CDS	1344	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
MGBLIEJO_04349	CDS	852	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MGBLIEJO_04350	CDS	1914	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MGBLIEJO_04351	CDS	651	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
MGBLIEJO_04352	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
MGBLIEJO_04353	CDS	477	greA		COG0782	Transcription elongation factor GreA
MGBLIEJO_04354	CDS	3222	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
MGBLIEJO_04355	CDS	1137	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MGBLIEJO_04356	CDS	804	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MGBLIEJO_04357	CDS	1143	dnaJ_1		COG0484	Chaperone protein DnaJ
MGBLIEJO_04358	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
MGBLIEJO_04359	CDS	564	grpE		COG0576	Protein GrpE
MGBLIEJO_04360	CDS	1674	recN		COG0497	DNA repair protein RecN
MGBLIEJO_04361	CDS	408	fur		COG0735	Ferric uptake regulation protein
MGBLIEJO_04362	CDS	522	bamE			Outer membrane protein assembly factor BamE
MGBLIEJO_04363	CDS	315				hypothetical protein
MGBLIEJO_04364	CDS	435	ratA		COG2867	Ribosome association toxin RatA
MGBLIEJO_04365	CDS	1437				hypothetical protein
MGBLIEJO_04366	CDS	483	smpB		COG0691	SsrA-binding protein
MGBLIEJO_04367	CDS	285				hypothetical protein
MGBLIEJO_04368	tmRNA	392	ssrA			transfer-messenger RNA, SsrA
MGBLIEJO_04369	CDS	1257	intA		COG0582	Prophage integrase IntA
MGBLIEJO_04370	CDS	270				hypothetical protein
MGBLIEJO_04371	CDS	981				hypothetical protein
MGBLIEJO_04372	CDS	354				hypothetical protein
MGBLIEJO_04373	CDS	1401				hypothetical protein
MGBLIEJO_04374	CDS	156				hypothetical protein
MGBLIEJO_04375	CDS	189				hypothetical protein
MGBLIEJO_04376	CDS	2082				hypothetical protein
MGBLIEJO_04377	CDS	1182				hypothetical protein
MGBLIEJO_04378	CDS	3231				hypothetical protein
MGBLIEJO_04379	CDS	504	hcp1_5		COG3157	Protein hcp1
MGBLIEJO_04380	CDS	426				hypothetical protein
MGBLIEJO_04381	CDS	465				hypothetical protein
MGBLIEJO_04382	CDS	1086				hypothetical protein
MGBLIEJO_04383	CDS	432	ypeA_2	2.3.1.-		Acetyltransferase YpeA
MGBLIEJO_04384	CDS	2271	katG	1.11.1.21	COG0376	Catalase-peroxidase
MGBLIEJO_04385	CDS	1305				hypothetical protein
MGBLIEJO_04386	CDS	1179	nhaA_4		COG3004	Na(+)/H(+) antiporter NhaA
MGBLIEJO_04387	CDS	174				hypothetical protein
MGBLIEJO_04388	CDS	924	laaA	3.5.1.101		L-amino acid amidase
